Age,Status,Education,Years,Profession,Capitalgains,Capitalloss,Native,Zodiak
36,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
46,Private,Masters,14,Prof-specialty,0,0,United-States,Capricorn
24,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Pisces
24,Private,HS-grad,9,Sales,0,0,United-States,Gemini
43,Private,Masters,14,Prof-specialty,0,0,United-States,Libra
40,Private,Masters,14,Prof-specialty,0,0,United-States,Scorpio
43,Self-emp-inc,Some-college,10,Exec-managerial,0,0,United-States,Aquarius
34,Private,HS-grad,9,Transport-moving,0,0,United-States,Libra
32,Private,Bachelors,13,Tech-support,0,1902,United-States,Leo
22,?,HS-grad,9,?,0,0,Mexico,Cancer
42,Self-emp-not-inc,Masters,14,Prof-specialty,0,0,United-States,Capricorn
61,Private,Some-college,10,Sales,0,0,United-States,Aquarius
75,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
80,?,HS-grad,9,?,244093,0,Canada,Pisces
32,Private,Prof-school,15,Prof-specialty,15024,0,United-States,Capricorn
42,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Cancer
44,Local-gov,Some-college,10,Exec-managerial,0,0,United-States,Libra
25,Private,1st-4th,2,Priv-house-serv,230815,0,Guatemala,Leo
37,Self-emp-inc,Bachelors,13,Prof-specialty,0,0,United-States,Aquarius
32,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Capricorn
34,Private,HS-grad,9,Machine-op-inspct,0,0,China,Leo
59,Private,HS-grad,9,Prof-specialty,0,0,United-States,Cancer
28,Private,Bachelors,13,Sales,0,0,United-States,Taurus
46,Local-gov,Some-college,10,Protective-serv,0,0,United-States,Gemini
48,?,11th,7,?,0,0,United-States,Pisces
44,Private,Some-college,10,Tech-support,0,0,United-States,Leo
24,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Leo
69,?,HS-grad,9,?,0,0,United-States,Gemini
50,Local-gov,Prof-school,15,Prof-specialty,0,0,United-States,Libra
62,Private,HS-grad,9,Other-service,0,0,United-States,Gemini
23,Private,Some-college,10,Prof-specialty,0,0,United-States,Pisces
46,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Aquarius
28,Private,Bachelors,13,Prof-specialty,224576,0,United-States,Aquarius
24,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
41,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,United-States,Scorpio
57,State-gov,Some-college,10,Craft-repair,0,0,United-States,Scorpio
23,Private,Some-college,10,Other-service,0,0,United-States,Aquarius
57,Private,Prof-school,15,Prof-specialty,0,0,United-States,Cancer
26,Federal-gov,Bachelors,13,Tech-support,0,0,United-States,Libra
29,Self-emp-not-inc,Some-college,10,Machine-op-inspct,255756,0,United-States,Libra
30,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Sagittarius
38,Private,Assoc-acdm,12,Craft-repair,0,0,United-States,Scorpio
49,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Virgo
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Virgo
45,Private,Bachelors,13,Exec-managerial,0,0,United-States,Capricorn
23,Local-gov,HS-grad,9,Farming-fishing,0,0,Poland,Aquarius
36,Private,Some-college,10,Adm-clerical,0,0,United-States,Virgo
24,?,HS-grad,9,?,0,0,Mexico,Pisces
27,Local-gov,HS-grad,9,Prof-specialty,0,0,United-States,Pisces
22,?,Assoc-voc,11,?,0,0,United-States,Capricorn
30,Federal-gov,9th,5,Tech-support,0,0,United-States,Aquarius
46,Private,Some-college,10,Farming-fishing,0,0,United-States,Leo
61,Private,HS-grad,9,Sales,0,0,United-States,Aquarius
25,Private,11th,7,Other-service,0,0,United-States,Taurus
24,Private,Bachelors,13,Adm-clerical,0,0,United-States,Virgo
27,Private,HS-grad,9,Machine-op-inspct,0,0,Dominican-Republic,Capricorn
39,Private,5th-6th,3,Other-service,0,0,Philippines,Sagittarius
40,Local-gov,Assoc-voc,11,Exec-managerial,0,0,United-States,Leo
50,Federal-gov,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
41,Private,1st-4th,2,Farming-fishing,0,0,Mexico,Capricorn
43,Private,11th,7,Transport-moving,0,2042,United-States,Aquarius
36,Self-emp-not-inc,Bachelors,13,Transport-moving,250736,0,?,Pisces
53,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
68,?,7th-8th,4,?,0,0,United-States,Aquarius
52,Private,Some-college,10,Sales,0,0,United-States,Libra
54,Private,Some-college,10,Craft-repair,0,0,United-States,Cancer
33,Private,10th,6,Machine-op-inspct,279178,0,United-States,Capricorn
39,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Taurus
32,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Libra
76,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
45,Private,HS-grad,9,Exec-managerial,0,0,United-States,Aquarius
47,Local-gov,HS-grad,9,Craft-repair,0,0,United-States,Cancer
24,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
55,Private,7th-8th,4,Transport-moving,0,0,United-States,Sagittarius
31,Private,HS-grad,9,Other-service,0,0,United-States,Leo
30,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Virgo
36,Private,HS-grad,9,Tech-support,0,0,United-States,Virgo
76,Self-emp-not-inc,Masters,14,Craft-repair,0,0,United-States,Aquarius
22,Private,HS-grad,9,Other-service,0,0,United-States,Sagittarius
57,Private,HS-grad,9,Transport-moving,0,0,United-States,Taurus
46,Local-gov,Some-college,10,Protective-serv,0,0,United-States,Cancer
33,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
56,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
39,Private,10th,6,Craft-repair,0,0,United-States,Pisces
57,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Capricorn
26,Private,Some-college,10,Sales,0,0,United-States,Capricorn
59,Private,Some-college,10,Exec-managerial,0,0,Outlying-US(Guam-USV,Pisces
60,Private,HS-grad,9,Craft-repair,15024,0,United-States,Leo
22,Private,Assoc-acdm,12,Handlers-cleaners,0,0,United-States,Scorpio
61,Private,HS-grad,9,Exec-managerial,0,0,United-States,Cancer
37,Private,HS-grad,9,Exec-managerial,0,0,?,Cancer
28,Private,10th,6,Handlers-cleaners,0,0,United-States,Capricorn
37,Private,Some-college,10,Other-service,283678,0,United-States,Sagittarius
33,Local-gov,Some-college,10,Protective-serv,0,0,United-States,Gemini
39,Private,Assoc-voc,11,Machine-op-inspct,5178,0,United-States,Taurus
36,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
68,Private,HS-grad,9,Exec-managerial,233087,0,United-States,Virgo
47,Private,7th-8th,4,Craft-repair,0,0,United-States,Libra
38,Private,Bachelors,13,Sales,0,0,United-States,Aquarius
42,Local-gov,10th,6,Farming-fishing,0,0,United-States,Virgo
39,Private,Bachelors,13,Craft-repair,0,0,United-States,Sagittarius
44,Private,Bachelors,13,Exec-managerial,7688,0,United-States,Aquarius
34,Private,12th,8,Handlers-cleaners,0,0,Mexico,Virgo
56,Private,11th,7,Sales,0,0,United-States,Capricorn
26,State-gov,HS-grad,9,Craft-repair,0,0,United-States,Virgo
29,State-gov,10th,6,Other-service,0,0,United-States,Scorpio
57,Local-gov,HS-grad,9,Craft-repair,243813,0,United-States,Virgo
34,Private,HS-grad,9,Other-service,0,0,United-States,Virgo
26,Private,Bachelors,13,Sales,0,0,United-States,Scorpio
28,Private,HS-grad,9,Transport-moving,0,0,United-States,Pisces
25,Private,HS-grad,9,Sales,0,0,United-States,Taurus
62,Private,Some-college,10,Adm-clerical,0,1974,United-States,Virgo
53,Local-gov,Some-college,10,Adm-clerical,0,0,United-States,Leo
54,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Capricorn
25,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
28,Private,HS-grad,9,Sales,0,1628,United-States,Cancer
31,Local-gov,HS-grad,9,Adm-clerical,0,0,United-States,Aquarius
23,Private,Some-college,10,Other-service,249082,0,United-States,Scorpio
59,Private,HS-grad,9,Other-service,0,0,Cuba,Scorpio
70,Private,HS-grad,9,Farming-fishing,0,0,United-States,Aquarius
68,?,7th-8th,4,?,0,1668,?,Scorpio
36,Federal-gov,Bachelors,13,Adm-clerical,0,0,United-States,Leo
32,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
51,Private,11th,7,Machine-op-inspct,0,0,United-States,Scorpio
40,Private,Bachelors,13,Tech-support,0,0,United-States,Libra
52,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,0,United-States,Virgo
25,Private,Some-college,10,Prof-specialty,0,0,United-States,Aquarius
58,Private,Some-college,10,Sales,0,0,United-States,Virgo
36,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
37,Private,HS-grad,9,Prof-specialty,0,0,United-States,Sagittarius
35,Private,11th,7,Craft-repair,278847,2057,United-States,Sagittarius
46,Self-emp-not-inc,Masters,14,Exec-managerial,0,0,United-States,Virgo
34,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
60,Private,Masters,14,Adm-clerical,0,0,South,Virgo
52,?,12th,8,?,0,0,United-States,Virgo
29,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
48,Federal-gov,Masters,14,Prof-specialty,0,0,United-States,Pisces
44,Private,HS-grad,9,Farming-fishing,0,0,United-States,Capricorn
23,Private,HS-grad,9,Sales,0,0,United-States,Pisces
29,Private,Bachelors,13,Prof-specialty,0,1902,United-States,Taurus
37,Private,Prof-school,15,Prof-specialty,0,0,United-States,Scorpio
23,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
50,Private,Masters,14,Exec-managerial,15024,0,United-States,Pisces
28,Private,5th-6th,3,Other-service,0,0,Mexico,Libra
51,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
55,Private,HS-grad,9,Prof-specialty,0,0,United-States,Capricorn
44,Private,HS-grad,9,Transport-moving,0,0,United-States,Leo
50,Private,Bachelors,13,Sales,0,12135,United-States,Virgo
37,Private,Assoc-acdm,12,Craft-repair,0,0,United-States,Leo
40,Private,Bachelors,13,Sales,0,0,United-States,Sagittarius
42,Private,HS-grad,9,Adm-clerical,0,0,United-States,Pisces
50,Private,Some-college,10,Other-service,0,0,Cuba,Cancer
37,Private,1st-4th,2,Craft-repair,0,0,Cambodia,Cancer
27,Private,12th,8,Other-service,0,0,United-States,Virgo
43,Private,Some-college,10,Other-service,2174,0,United-States,Taurus
67,Self-emp-not-inc,Assoc-acdm,12,Exec-managerial,20051,10055,United-States,Taurus
23,Private,Bachelors,13,Adm-clerical,0,0,United-States,Leo
26,Private,5th-6th,3,Craft-repair,267481,0,Mexico,Sagittarius
44,State-gov,HS-grad,9,Protective-serv,0,0,United-States,Gemini
40,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
41,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Virgo
35,Private,Masters,14,Prof-specialty,0,1887,United-States,Pisces
58,Private,Some-college,10,Protective-serv,0,1902,United-States,Scorpio
45,Private,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
33,Private,HS-grad,9,Adm-clerical,0,0,United-States,Cancer
35,Local-gov,HS-grad,9,Other-service,0,0,United-States,Gemini
59,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Virgo
41,Local-gov,Masters,14,Prof-specialty,0,0,Taiwan,Gemini
41,Private,Masters,14,Prof-specialty,0,0,United-States,Sagittarius
34,Private,HS-grad,9,Transport-moving,0,0,United-States,Virgo
24,Private,Bachelors,13,Prof-specialty,0,0,United-States,Taurus
48,Self-emp-inc,Some-college,10,Farming-fishing,0,0,United-States,Virgo
51,Private,Assoc-voc,11,Craft-repair,0,0,Canada,Virgo
25,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Taurus
43,Federal-gov,Assoc-voc,11,Prof-specialty,13550,0,United-States,Pisces
40,Self-emp-inc,HS-grad,9,Handlers-cleaners,0,0,United-States,Aquarius
49,Private,HS-grad,9,Adm-clerical,0,0,United-States,Taurus
24,Private,Some-college,10,Prof-specialty,0,0,United-States,Capricorn
32,Private,HS-grad,9,Other-service,0,0,United-States,Capricorn
27,Private,Bachelors,13,Prof-specialty,0,10587,United-States,Scorpio
34,Private,HS-grad,9,Tech-support,14084,0,China,Leo
52,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
42,Private,Assoc-voc,11,Exec-managerial,7298,0,United-States,Libra
34,Private,Bachelors,13,Prof-specialty,0,0,Cuba,Sagittarius
36,Private,Bachelors,13,Sales,0,0,United-States,Cancer
25,Private,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
45,Private,Assoc-acdm,12,Prof-specialty,5455,0,United-States,Cancer
25,Private,Bachelors,13,Exec-managerial,0,0,United-States,Taurus
59,Private,Some-college,10,Exec-managerial,0,0,United-States,Scorpio
55,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
37,Private,HS-grad,9,Transport-moving,294722,1672,United-States,Virgo
34,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Aquarius
30,Private,Masters,14,Exec-managerial,0,0,United-States,Virgo
49,Private,HS-grad,9,Craft-repair,215461,0,Puerto-Rico,Leo
46,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Taurus
27,Private,7th-8th,4,Transport-moving,270781,0,United-States,Aquarius
32,Private,Bachelors,13,Sales,15024,0,United-States,Sagittarius
45,Private,Masters,14,Prof-specialty,0,0,United-States,Capricorn
38,Private,Bachelors,13,Farming-fishing,0,0,United-States,Capricorn
41,Private,HS-grad,9,Prof-specialty,0,0,Japan,Cancer
29,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Virgo
32,Private,HS-grad,9,Farming-fishing,0,0,United-States,Sagittarius
42,Private,Some-college,10,Sales,0,0,United-States,Scorpio
41,Private,Bachelors,13,Craft-repair,225867,0,United-States,Pisces
30,Private,HS-grad,9,Transport-moving,0,0,United-States,Taurus
46,Private,HS-grad,9,Exec-managerial,0,0,United-States,Aquarius
33,State-gov,HS-grad,9,Tech-support,0,0,United-States,Libra
46,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
56,State-gov,Some-college,10,Adm-clerical,0,0,United-States,Capricorn
49,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
32,Private,Some-college,10,Craft-repair,0,0,United-States,Capricorn
31,Private,Some-college,10,Sales,0,1504,United-States,Libra
59,Private,9th,5,Machine-op-inspct,0,0,United-States,Sagittarius
29,Private,Some-college,10,Sales,0,0,United-States,Aquarius
60,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Leo
45,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Libra
27,Private,Assoc-voc,11,Sales,261422,0,United-States,Virgo
28,Private,HS-grad,9,Sales,0,0,United-States,Taurus
49,Private,HS-grad,9,Protective-serv,0,0,United-States,Sagittarius
34,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Scorpio
31,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
56,Private,9th,5,Sales,0,0,United-States,Taurus
31,State-gov,Bachelors,13,Prof-specialty,0,1902,United-States,Capricorn
23,Federal-gov,HS-grad,9,Armed-Forces,0,0,United-States,Virgo
56,Private,Some-college,10,Craft-repair,279857,0,United-States,Sagittarius
21,Private,HS-grad,9,Handlers-cleaners,3325,0,United-States,Gemini
34,Private,HS-grad,9,Other-service,0,0,United-States,Pisces
30,Private,Bachelors,13,Sales,0,0,United-States,Pisces
43,Private,Some-college,10,Prof-specialty,0,0,United-States,Pisces
58,State-gov,HS-grad,9,Adm-clerical,0,0,United-States,Libra
90,Private,HS-grad,9,Other-service,0,0,United-States,Gemini
32,State-gov,HS-grad,9,Protective-serv,0,0,United-States,Gemini
48,Self-emp-not-inc,Some-college,10,Transport-moving,0,0,United-States,Scorpio
30,?,HS-grad,9,?,0,0,United-States,Sagittarius
60,Private,7th-8th,4,Other-service,0,0,United-States,Capricorn
35,Private,Some-college,10,Craft-repair,0,0,United-States,Scorpio
23,Private,Some-college,10,Other-service,0,0,United-States,Capricorn
27,State-gov,Assoc-acdm,12,Adm-clerical,0,0,Germany,Pisces
31,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
33,Private,Some-college,10,Other-service,294164,0,United-States,Capricorn
43,Private,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
64,Self-emp-not-inc,HS-grad,9,Craft-repair,2635,0,Italy,Taurus
25,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Gemini
36,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
37,Private,1st-4th,2,Other-service,0,0,Mexico,Gemini
32,Private,Bachelors,13,Craft-repair,0,11315,Mexico,Aquarius
21,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
22,Private,Some-college,10,Other-service,0,0,United-States,Cancer
41,Self-emp-not-inc,HS-grad,9,Craft-repair,203069,0,United-States,Cancer
33,Self-emp-not-inc,Bachelors,13,Sales,0,0,United-States,Aquarius
67,Private,HS-grad,9,Transport-moving,0,0,United-States,Scorpio
21,?,HS-grad,9,?,0,0,United-States,Gemini
58,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Scorpio
37,Private,Some-college,10,Craft-repair,0,0,United-States,Taurus
38,Private,Assoc-voc,11,Sales,0,0,United-States,Libra
51,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Cancer
46,Self-emp-not-inc,HS-grad,9,Sales,0,0,United-States,Capricorn
73,Private,10th,6,Other-service,271534,0,United-States,Cancer
30,Private,Bachelors,13,Exec-managerial,0,12528,United-States,Pisces
31,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Pisces
43,Self-emp-inc,Bachelors,13,Sales,0,0,United-States,Pisces
27,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Scorpio
38,Private,HS-grad,9,Craft-repair,0,1902,United-States,Aquarius
66,Self-emp-not-inc,HS-grad,9,Farming-fishing,221487,0,United-States,Aquarius
29,Private,HS-grad,9,Farming-fishing,0,0,United-States,Scorpio
41,Federal-gov,Some-college,10,Adm-clerical,4650,0,United-States,Libra
26,Private,Bachelors,13,Other-service,0,0,United-States,Pisces
22,Private,Some-college,10,Adm-clerical,0,0,United-States,Aquarius
30,Private,9th,5,Craft-repair,0,0,United-States,Leo
28,Private,Some-college,10,Adm-clerical,0,0,?,Taurus
45,Private,Some-college,10,Adm-clerical,0,0,United-States,Virgo
39,Private,Some-college,10,Sales,0,0,Philippines,Pisces
25,Private,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
56,Private,10th,6,Craft-repair,0,0,?,Sagittarius
24,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Sagittarius
35,Private,12th,8,Other-service,0,0,United-States,Gemini
27,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Virgo
30,Private,HS-grad,9,Adm-clerical,0,2001,United-States,Aquarius
32,Private,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
40,Federal-gov,Some-college,10,Farming-fishing,0,0,United-States,Sagittarius
22,Private,Some-college,10,Exec-managerial,0,0,United-States,Virgo
33,Private,12th,8,Protective-serv,240412,0,United-States,Virgo
64,?,1st-4th,2,?,0,0,United-States,Aquarius
49,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Cancer
28,Federal-gov,7th-8th,4,Farming-fishing,264837,89298,China,Capricorn
44,?,Bachelors,13,?,0,0,United-States,Libra
27,Private,HS-grad,9,Transport-moving,2174,0,United-States,Libra
51,Local-gov,7th-8th,4,Transport-moving,0,0,United-States,Leo
50,Private,Bachelors,13,Adm-clerical,0,0,United-States,Aquarius
31,Private,HS-grad,9,Transport-moving,0,0,United-States,Cancer
52,Private,Some-college,10,Exec-managerial,15024,0,Canada,Pisces
36,Private,1st-4th,2,Other-service,0,0,El-Salvador,Scorpio
21,Self-emp-inc,Some-college,10,Exec-managerial,0,0,United-States,Cancer
75,Private,1st-4th,2,Other-service,0,0,United-States,Leo
38,Self-emp-inc,Bachelors,13,Prof-specialty,257332,0,United-States,Taurus
37,Private,Masters,14,Exec-managerial,0,0,Ecuador,Libra
31,Self-emp-not-inc,7th-8th,4,Prof-specialty,0,0,United-States,Leo
21,Private,HS-grad,9,Adm-clerical,0,0,United-States,Cancer
36,Private,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
40,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,Canada,Leo
35,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Cancer
24,Private,HS-grad,9,Adm-clerical,0,0,United-States,Cancer
39,Private,Bachelors,13,Adm-clerical,0,0,United-States,Libra
51,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Leo
25,Private,Bachelors,13,Exec-managerial,0,0,United-States,Capricorn
56,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
46,Private,Masters,14,Exec-managerial,270502,0,United-States,Cancer
